Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,GPU,Operating System,Operating System Version,Weight,HDD,SSD,Hybrid,FS,Price_ln
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.99,0,512,0,0,16.548205760767377
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,2.2,0,128,0,0,15.305513370835605
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.9,0,256,0,0,16.111300121561737
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,4.42,1,256,0,0,16.993543888102092
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows,10,2.65,1,0,0,0,15.392132219226157
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 930MX,Windows,10,2.63,1,0,0,0,16.24752263199775
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Linux,10,2.0,500,0,0,0,14.504553326939128
Mediacom,SmartBook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4.0,Intel HD Graphics,Windows,10,1.35,0,0,0,32,14.634170820242513
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6.0,Nvidia GeForce 940MX,Windows,10,2.8,1,128,0,0,15.948316073694015
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6.0,AMD Radeon 530,Windows,10,1.91,0,128,0,0,15.436611946840689
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 M420,Windows,10,2.18,1,0,0,0,15.51923390715102
Acer,Spin SP111-31,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4.0,Intel HD Graphics 500,Windows,10,1.25,0,0,0,32,14.947979197286514
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4.0,Intel HD Graphics 620,Windows,10,2.05,0,128,0,0,15.538627094469666
HP,EliteBook 1030,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16.0,Intel HD Graphics 515,Windows,10,1.16,0,512,0,0,16.676154799387447
Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M620M,Windows,10,3.4,0,256,0,0,17.098941453833095
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.5,1,128,0,0,15.825117981551294
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.21,0,128,0,0,16.47004098791804
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4.0,Intel HD Graphics 620,Windows,10,1.93,500,0,0,0,15.958798349967525
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.2,1,0,0,0,15.698205196032289
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,Windows,10,2.2,500,0,0,0,14.933548932457485
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows,10,2.02,500,0,0,0,15.990612218212723
HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows,10,3.14,500,0,0,0,16.62177115825677
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8.0,Intel HD Graphics 405,Windows,10,1.94,2,0,0,0,15.056486618702534
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6.0,AMD Radeon 530,Windows,10,1.95,0,256,0,0,15.568339991788177
Lenovo,Thinkpad E570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.3,0,256,0,0,15.81433297587473
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,Intel HD Graphics 620,Windows,10,2.05,500,0,0,0,15.622326113346313
Mediacom,SmartBook 141,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4.0,Intel HD Graphics,Windows,10,1.4,0,32,0,0,14.610360171548795
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.24,0,512,0,0,16.623923607162002
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32.0,Nvidia GeForce GTX 1070,Windows,10,4.6,1,256,0,0,16.98011586089802
MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,4.14,1,512,0,0,17.004597795792424
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R5 M430,Linux,10,2.2,0,256,0,0,15.711659609647027
Mediacom,SmartBook Edge,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.45,0,32,0,0,15.056486618702534
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows,10,1.9,500,0,0,0,16.009146463714533
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,1.49,0,128,0,0,15.670768632805133
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16.0,Nvidia GeForce 930MX,Windows,10,1.93,0,256,0,0,16.430748727489867
Dell,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,10,1.26,0,0,0,16,14.779882631423908
MSI,GT80S 6QE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16.0,Nvidia GeForce GTX 980M,Windows,10,4.5,1,128,0,0,16.854652259743
HP,Omen 17-AN010nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,3.78,1,256,0,0,16.404793439161253
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12.0,Intel HD Graphics 520,Windows,10,1.4,0,256,0,0,16.515280976070912
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12.0,Intel HD Graphics 620,Windows,10,2.2,1,0,0,0,15.504725542793985
Asus,ROG Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,2.73,1,128,0,0,16.57164210065196
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 520,Windows,10,2.2,1,0,0,0,15.698205196032289
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12.0,AMD Radeon 530,Windows,10,2.2,0,512,0,0,15.948316073694015
Dell,Inspiron 3179,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4.0,Intel HD Graphics 615,Windows,10,1.39,0,128,0,0,15.494824471811272
Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,2.5,1,128,0,0,16.53070239675602
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,10,2.8,500,0,0,0,15.363895706942387
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8.0,Intel HD Graphics 520,Windows,10,2.29,1,0,0,0,15.221957485144632
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.37,0,512,0,0,16.706232254624727
Lenovo,Thinkpad T470p,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Intel HD Graphics 630,Windows,10,1.7,0,256,0,0,16.38864234783337
Dell,Latitude 5289,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.34,0,256,0,0,16.513486180494887
Dell,Precision 3520,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M620,Windows,10,2.06,0,256,0,0,16.567679457481958
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.84,0,256,0,0,16.198693404565358
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,2.1,500,0,0,0,15.597913753452287
Acer,Aspire 1,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.6,0,0,0,32,14.888965025849458
MSI,Laptop MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16.0,Nvidia GeForce GTX 970M,Windows,10,4.14,1,128,0,0,16.788665265638848
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 M420,Linux,10,2.18,1,0,0,0,15.234944680671443
MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,1.8,2,256,0,0,16.833136799847267
Toshiba,Tecra Z50-C-144,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows,10,2.2,0,256,0,0,16.33642024974957
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows,10,2.4,1,0,0,0,15.427961526582147
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Intel HD Graphics 630,Windows,10,2.0,0,256,0,0,16.262257291754686
Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows,10,1.6,0,0,0,128,14.947979197286514
Lenovo,Thinkpad P51,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32.0,Nvidia Quadro M2200M,Windows,10,2.5,0,1,0,0,17.589693656722662
Dell,Inspiron 7559,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,Nvidia GeForce GTX 960<U+039C>,Windows,10,2.59,1,0,0,0,15.87170354926883
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,Intel HD Graphics 520,Linux,10,2.18,1,0,0,0,15.188506586924076
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,Intel HD Graphics 520,Linux,10,2.25,1,0,0,0,14.976229663572367
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4.0,Intel HD Graphics 620,Linux,10,1.93,500,0,0,0,15.860250400349479
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,3.0,1,128,0,0,16.155955438472258
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,AMD Radeon R5 M420,Linux,10,2.18,0,128,0,0,15.436787709210417
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.84,0,512,0,0,16.329246617838432
MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,2.94,1,256,0,0,16.819499209631392
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,10,1.25,0,0,0,32,15.030443480166513
HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows,10,2.31,0,256,0,0,16.117556305537725
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows,7,1.65,0,256,0,0,16.382517796535254
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,AMD Radeon 530,Windows,10,2.2,1,0,0,0,15.747059795267306
Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.2,0,256,0,0,15.776268220850362
HP,EliteBook 850,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,7,1.88,500,0,0,0,15.93024008976968
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 920MX,Windows,10,2.2,1,0,0,0,15.894190309555707
Mediacom,SmartBook 140,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2.0,Intel HD Graphics,Windows,10,1.4,0,0,0,32,14.569370827015598
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,No OS,10,2.2,0,128,0,0,15.241375571001734
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows,10,1.5,1,0,0,0,15.55282737879144
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.0,0,256,0,0,16.59949905515493
Asus,ZenBook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.1,0,512,0,0,16.64251644023862
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,1,256,0,0,16.392028737794888
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,Intel UHD Graphics 620,Windows,10,1.8,0,256,0,0,15.813127430219382
Lenovo,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Nvidia GeForce 920MX ,Windows,10,2.2,1,0,0,0,15.454209752657082
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8.0,Intel HD Graphics 500,Windows,10,2.0,1,0,0,0,15.08186869197395
Asus,VivoBook Pro,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,1.99,1,0,0,0,15.902630673793128
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.23,0,256,0,0,16.62606608253965
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,Intel HD Graphics 400,Windows,10,1.42,0,0,0,32,14.610360171548795
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.37,0,256,0,0,16.56450937852946
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,2.06,0,1,0,0,16.87571453792378
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050M,Windows,10,2.5,1,128,0,0,16.104121262434454
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600x900,AMD A9-Series 9420 3GHz,8.0,AMD Radeon R5,Windows,10,2.6,1,0,0,0,15.348465359835233
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.14,0,512,0,0,16.89675057862286
Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,No OS,10,2.5,1,0,0,0,16.156811236556155
Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,2.4,500,0,0,0,15.202154857848452
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics,Windows,10,1.43,0,0,0,32,14.706035381472157
Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel Graphics 620,Windows,10,1.8,0,256,0,0,15.916193397439775
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,1.95,0,256,0,0,16.955789309725578
Toshiba,Portege Z30-C-16J,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows,10,1.2,0,256,0,0,16.19375918402814
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.36,0,256,0,0,16.46061584745846
Asus,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32.0,Nvidia GeForce GTX 1080,Windows,10,3.8,0,512,0,0,17.029924764599542
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Linux,10,2.4,1,0,0,0,15.656762801616214
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.2,0,256,0,0,16.372157142603236
MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2,1,128,0,0,16.176127323396965
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,10,1.86,500,0,0,0,14.992530618526489
Toshiba,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,500,0,0,0,16.062697944985675
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows,10,2.2,0,256,0,0,15.916193397439775
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,AMD Radeon 530,Windows,10,2.2,2,256,0,0,16.12729520499959
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,Nvidia GeForce GTX 960,Windows,10,3.31,1,128,0,0,16.179645209594664
Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32.0,Nvidia GeForce GTX 1070,Windows,10,4.42,1,512,0,0,17.147229737528484
Dell,Latitude E7470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8.0,Intel HD Graphics 520,Windows,10,1.56,0,256,0,0,16.206863384650124
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,2.2,500,0,0,0,15.130778195006226
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,10,2.2,500,0,0,0,15.375174021980094
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6.0,AMD Radeon R5 M430,Windows,10,2.04,1,0,0,0,15.382622845993085
MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,2.7,1,128,0,0,16.397268535741063
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4.0,Intel HD Graphics 520,Windows,10,2.1,0,128,0,0,15.30350735210874
Dell,Latitude 3580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.06,1,0,0,0,15.954618615564817
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon 530,Windows,10,2.1,1,0,0,0,15.706291493463647
Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,0,256,0,0,16.230185712344472
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Linux,10,2.1,0,128,0,0,15.113930624433614
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8.0,Intel Iris Plus Graphics 640,Windows,10 S,1.252,0,256,0,0,16.62545059086281
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon R5 M430,Windows,10,1.9,1,128,0,0,15.799708485124267
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.3,0,256,0,0,16.034097330152463
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4.0,AMD Radeon R2 Graphics,Windows,10,2.2,0,128,0,0,14.947979197286514
HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,Nvidia GeForce 940MX,Windows,10,1.63,0,128,0,0,15.642558017317898
MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,2.4,1,256,0,0,16.258400750144933
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.1,0,256,0,0,16.12729520499959
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8.0,Intel HD Graphics 500,Chrome OS,10,1.4,0,0,0,64,15.297465037652778
LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Intel HD Graphics 620,Windows,10,1.09,0,512,0,0,16.833136799847267
Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,0,256,0,0,16.262257291754686
MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,0,256,0,0,15.998560345974354
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.86,0,128,0,0,15.130778195006226
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,3.21,1,128,0,0,16.71899003315647
HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 520,Windows,10,2.5,0,256,0,0,15.642558017317898
Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows,10,1.19,0,512,0,0,16.405460773186686
